,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1134,Kyle Kempt,Iowa State,Big 12,2,1,7,7.0,0,3.5,0,0,,0,0.0,1,7,7.0,0,,kyle-kempt-1
1135,Lynx Hawthorne*,Baylor,Big 12,11,5,7,1.4,0,0.6,6,106,17.7,0,9.6,11,113,10.3,0,,lynx-hawthorne-1
1136,Matt Haack,Arizona State,Pac-12,12,1,7,7.0,0,0.6,0,0,,0,0.0,1,7,7.0,0,,matt-haack-1
1137,Michael Julian*,Toledo,MAC,4,2,7,3.5,0,1.8,0,0,,0,0.0,2,7,3.5,0,,michael-julian-1
1138,Mykel Jones*,Oklahoma,Big 12,11,1,7,7.0,0,0.6,13,106,8.2,0,9.6,14,113,8.1,0,,mykel-jones-1
1139,PaulAndrew Rhoden*,Army,Ind,5,3,7,2.3,0,1.4,0,0,,0,0.0,3,7,2.3,0,,paulandrew-rhoden-1
1140,Randrecous Davis*,South Carolina,SEC,2,1,7,7.0,0,3.5,3,45,15.0,0,22.5,4,52,13.0,0,,randrecous-davis-1
1141,Reggie Bonnafon*,Louisville,ACC,13,5,7,1.4,0,0.5,13,159,12.2,5,12.2,18,166,9.2,5,,reggie-bonnafon-1
1142,Todd Boyd,Georgia State,Sun Belt,9,2,7,3.5,0,0.8,33,352,10.7,1,39.1,35,359,10.3,1,,todd-boyd-1
1143,Trey Scott,Tulane,American,9,2,7,3.5,0,0.8,2,14,7.0,0,1.6,4,21,5.3,0,,trey-scott-1
1144,Brandon Powell*,Florida,SEC,13,7,6,0.9,0,0.5,45,387,8.6,2,29.8,52,393,7.6,2,,brandon-powell-1
1145,Brandon Wilson*,Houston,American,10,4,6,1.5,0,0.6,5,52,10.4,0,5.2,9,58,6.4,0,,brandon-wilson-3
1146,Bruce Natson,Akron,MAC,12,4,6,1.5,0,0.5,59,837,14.2,10,69.8,63,843,13.4,10,,bruce-natson-1
1147,Chequan Burkett*,UCF,American,12,2,6,3.0,0,0.5,0,0,,0,0.0,2,6,3.0,0,,chequan-burkett-1
1148,Chuck Wade*,Wake Forest,ACC,13,5,6,1.2,0,0.5,24,245,10.2,1,18.8,29,251,8.7,1,,chuck-wade-1
1149,Corey Jones*,Toledo,MAC,13,2,6,3.0,0,0.5,66,817,12.4,5,62.8,68,823,12.1,5,,corey-jones-3
1150,Darius Wade*,Boston College,ACC,9,7,6,0.9,0,0.7,0,0,,0,0.0,7,6,0.9,0,,darius-wade-1
1151,Darren Carrington,Oregon,Pac-12,12,1,6,6.0,0,0.5,43,606,14.1,5,50.5,44,612,13.9,5,,darren-carrington-1
1152,Deric Phouthavong,Bowling Green,MAC,12,1,6,6.0,0,0.5,15,170,11.3,1,14.2,16,176,11.0,1,,deric-phouthavong-1
1153,Drew Wolitarsky*,Minnesota,Big Ten,13,3,6,2.0,0,0.5,66,860,13.0,5,66.2,69,866,12.6,5,,drew-wolitarsky-1
1154,Eric Swinney,Ole Miss,SEC,1,1,6,6.0,0,6.0,0,0,,0,0.0,1,6,6.0,0,,eric-swinney-1
1155,Evan Berry*,Tennessee,SEC,9,1,6,6.0,0,0.7,0,0,,0,0.0,1,6,6.0,0,,evan-berry-1
1156,Gabe Marks*,Washington State,Pac-12,13,2,6,3.0,0,0.5,89,894,10.0,13,68.8,91,900,9.9,13,,gabe-marks-1
1157,Gary Haynes*,Louisiana,Sun Belt,8,2,6,3.0,0,0.8,11,54,4.9,0,6.8,13,60,4.6,0,,gary-haynes-1
1158,Hayden Hunt*,Colorado State,MWC,13,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,hayden-hunt-1
1159,Jakobi Meyers*,North Carolina State,ACC,13,2,6,3.0,0,0.5,13,158,12.2,0,12.2,15,164,10.9,0,,jakobi-meyers-1
1160,Jaquez Parks,Georgia State,Sun Belt,11,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,jaquez-parks-1
1161,Jesus Wilson*,Florida State,ACC,7,1,6,6.0,0,0.9,30,390,13.0,1,55.7,31,396,12.8,1,,jesus-wilson-1
1162,Johnathan Ford*,Auburn,SEC,12,2,6,3.0,0,0.5,1,25,25.0,0,2.1,3,31,10.3,0,,johnathan-ford-1
1163,Jordan Reed*,South Florida,American,4,1,6,6.0,0,1.5,2,3,1.5,0,0.8,3,9,3.0,0,,jordan-reed-2
1164,Justin Cooper*,Old Dominion,CUSA,9,2,6,3.0,0,0.7,0,0,,0,0.0,2,6,3.0,0,,justin-cooper-1
1165,Keith Harrington*,Washington State,Pac-12,2,2,6,3.0,0,3.0,2,20,10.0,0,10.0,4,26,6.5,0,,keith-harrington-1
1166,Lee McNeill,Charlotte,CUSA,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,lee-mcneill-1
1167,Linell Bonner*,Houston,American,12,5,6,1.2,0,0.5,98,1118,11.4,3,93.2,103,1124,10.9,3,,linell-bonner-1
1168,Marcus Clark,Florida Atlantic,CUSA,6,3,6,2.0,0,1.0,2,11,5.5,1,1.8,5,17,3.4,1,,marcus-clark-1
1169,Michael Dickson,Texas,Big 12,12,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,michael-dickson-1
1170,Nate Cottrell*,Georgia Tech,ACC,11,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,nate-cottrell-1
1171,Robert Wheelwright*,Wisconsin,Big Ten,14,1,6,6.0,0,0.4,34,448,13.2,1,32.0,35,454,13.0,1,,robert-wheelwright-1
1172,Sean Riley,Syracuse,ACC,12,1,6,6.0,0,0.5,11,109,9.9,0,9.1,12,115,9.6,0,,sean-riley-2
1173,Garret Dooley*,Wisconsin,Big Ten,14,1,5,5.0,0,0.4,0,0,,0,0.0,1,5,5.0,0,,garret-dooley-1
1174,Glen Coates*,Army,Ind,11,1,5,5.0,0,0.5,1,15,15.0,0,1.4,2,20,10.0,0,,glen-coates-1
1175,Hayden Jones*,UCF,American,12,1,5,5.0,0,0.4,5,70,14.0,0,5.8,6,75,12.5,0,,hayden-jones-2
1176,Jae'Lon Oglesby*,Memphis,American,5,2,5,2.5,0,1.0,5,46,9.2,0,9.2,7,51,7.3,0,,jaelon-oglesby-1
1177,Johnnie Dixon*,Ohio State,Big Ten,6,1,5,5.0,1,0.8,6,26,4.3,0,4.3,7,31,4.4,1,,johnnie-dixon-1
1178,Jonnu Smith,Florida International,CUSA,11,1,5,5.0,0,0.5,42,506,12.0,4,46.0,43,511,11.9,4,,jonnu-smith-1
1179,Joshua Walker*,Navy,American,4,3,5,1.7,0,1.3,0,0,,0,0.0,3,5,1.7,0,,joshua-walker-1
1180,Kalija Lipscomb*,Vanderbilt,SEC,12,3,5,1.7,0,0.4,27,319,11.8,2,26.6,30,324,10.8,2,,kalija-lipscomb-1
1181,Kyle Sweet*,Washington State,Pac-12,13,1,5,5.0,0,0.4,27,357,13.2,3,27.5,28,362,12.9,3,,kyle-sweet-1
1182,Malik Turner,Illinois,Big Ten,11,2,5,2.5,0,0.5,48,712,14.8,6,64.7,50,717,14.3,6,,malik-turner-1
1183,Pat McFadden*,Stanford,Pac-12,2,3,5,1.7,0,2.5,0,0,,0,0.0,3,5,1.7,0,,pat-mcfadden-1
1184,Ralph Kinne*,Washington,Pac-12,2,3,5,1.7,0,2.5,0,0,,0,0.0,3,5,1.7,0,,ralph-kinne-1
1185,Richaud Floyd,Missouri,SEC,9,1,5,5.0,0,0.6,4,94,23.5,0,10.4,5,99,19.8,0,,richaud-floyd-1
1186,Ricky Jones*,Indiana,Big Ten,13,1,5,5.0,0,0.4,53,848,16.0,3,65.2,54,853,15.8,3,,ricky-jones-1
1187,Ryan Davis*,Auburn,SEC,13,3,5,1.7,0,0.4,25,194,7.8,1,14.9,28,199,7.1,1,,ryan-davis-5
1188,Sam Dobbs*,Vanderbilt,SEC,13,1,5,5.0,0,0.4,6,73,12.2,1,5.6,7,78,11.1,1,,sam-dobbs-1
1189,Sebastian Smith*,Ohio,MAC,13,1,5,5.0,0,0.4,55,900,16.4,4,69.2,56,905,16.2,4,,sebastian-smith-1
1190,Steven Williams*,Florida State,ACC,1,1,5,5.0,0,5.0,0,0,,0,0.0,1,5,5.0,0,,steven-williams-1
1191,Tyrain Taylor,New Mexico State,Sun Belt,12,1,5,5.0,1,0.4,22,391,17.8,2,32.6,23,396,17.2,3,,tyrain-taylor-1
1192,Zaybreion Gunter*,South Florida,American,1,1,5,5.0,0,5.0,0,0,,0,0.0,1,5,5.0,0,,zaybreion-gunter-1
1193,Aaron Fuller*,Washington,Pac-12,14,2,4,2.0,0,0.3,16,184,11.5,2,13.1,18,188,10.4,2,,aaron-fuller-1
1194,Asauni Rufus,Nevada,MWC,12,4,4,1.0,0,0.3,0,0,,0,0.0,4,4,1.0,0,,asauni-rufus-1
1195,Avery Reid*,Alabama,SEC,1,2,4,2.0,0,4.0,0,0,,0,0.0,2,4,2.0,0,,avery-reid-1
1196,Billy Bahl*,Miami (OH),MAC,5,40,4,0.1,1,0.8,0,0,,0,0.0,40,4,0.1,1,,billy-bahl-1
1197,Bradan Smith,Charlotte,CUSA,3,3,4,1.3,0,1.3,0,0,,0,0.0,3,4,1.3,0,,bradan-smith-1
1198,Caleb Lightbourn*,Nebraska,Big Ten,12,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,caleb-lightbourn-1
1199,Cameron Batson,Texas Tech,Big 12,12,2,4,2.0,0,0.3,60,644,10.7,8,53.7,62,648,10.5,8,,cameron-batson-1
1200,Cole Freytag,UTEP,CUSA,12,1,4,4.0,0,0.3,36,520,14.4,5,43.3,37,524,14.2,5,,cole-freytag-1
1201,Connor McPherson*,Arkansas,SEC,1,2,4,2.0,0,4.0,0,0,,0,0.0,2,4,2.0,0,,connor-mcpherson-1
1202,Conor Blount,Oregon State,Pac-12,4,14,4,0.3,0,1.0,0,0,,0,0.0,14,4,0.3,0,,conor-blount-1
1203,Corey Taylor II*,Tulsa,American,6,5,4,0.8,1,0.7,0,0,,0,0.0,5,4,0.8,1,,corey-taylor-ii-1
1204,Corey Willis*,Central Michigan,MAC,13,2,4,2.0,0,0.3,71,1087,15.3,9,83.6,73,1091,14.9,9,,corey-willis-1
1205,Daniel Hamm,Virginia,ACC,12,3,4,1.3,1,0.3,0,0,,0,0.0,3,4,1.3,1,,daniel-hamm-1
1206,D.J. Brown,Northern Illinois,MAC,12,3,4,1.3,0,0.3,7,68,9.7,0,5.7,10,72,7.2,0,,dj-brown-3
1207,DJ Turner*,Maryland,Big Ten,8,1,4,4.0,0,0.5,2,19,9.5,0,2.4,3,23,7.7,0,,dj-turner-1
1208,Dwyer Bucey*,Baylor,Big 12,2,3,4,1.3,0,2.0,0,0,,0,0.0,3,4,1.3,0,,dwyer-bucey-1
1209,Gabe Fuselier*,Louisiana,Sun Belt,11,1,4,4.0,0,0.4,8,84,10.5,0,7.6,9,88,9.8,0,,gabe-fuselier-1
1210,Griffin Carter,Duke,ACC,8,1,4,4.0,0,0.5,0,0,,0,0.0,1,4,4.0,0,,griffin-carter-1
1211,Henry Poggi*,Michigan,Big Ten,13,1,4,4.0,0,0.3,6,45,7.5,0,3.5,7,49,7.0,0,,henry-poggi-1
1212,Jamarl Eiland,Buffalo,MAC,12,1,4,4.0,0,0.3,18,175,9.7,1,14.6,19,179,9.4,1,,jamarl-eiland-1
1213,Jay Scheel*,Iowa,Big Ten,12,1,4,4.0,0,0.3,5,56,11.2,0,4.7,6,60,10.0,0,,jay-scheel-1
1214,Josh Anderson,Notre Dame,Ind,2,1,4,4.0,0,2.0,0,0,,0,0.0,1,4,4.0,0,,josh-anderson-3
1215,K.J. Carta-Samuels*,Washington,Pac-12,9,4,4,1.0,0,0.4,0,0,,0,0.0,4,4,1.0,0,,kj-carta-samuels-1
1216,Kyle Belack*,Ohio,MAC,13,1,4,4.0,0,0.3,19,269,14.2,2,20.7,20,273,13.7,2,,kyle-belack-1
1217,Leonard Skattebo,Bowling Green,MAC,12,2,4,2.0,1,0.3,1,8,8.0,1,0.7,3,12,4.0,2,,leonard-skattebo-1
1218,Luke McNitt*,Nebraska,Big Ten,13,2,4,2.0,0,0.3,0,0,,0,0.0,2,4,2.0,0,,luke-mcnitt-1
1219,Malik McMorris,California,Pac-12,11,2,4,2.0,1,0.4,2,26,13.0,0,2.4,4,30,7.5,1,,malik-mcmorris-1
1220,Marquez Valdes-Scantling*,South Florida,American,13,2,4,2.0,0,0.3,22,415,18.9,5,31.9,24,419,17.5,5,,marquez-valdes-scantling-1
1221,Micah Hannemann*,BYU,Ind,13,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,micah-hannemann-1
1222,Michael Geiger,Michigan State,Big Ten,12,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,michael-geiger-1
1223,Najee Bissoon*,Oklahoma,Big 12,2,1,4,4.0,0,2.0,0,0,,0,0.0,1,4,4.0,0,,najee-bissoon-1
1224,Nick Bawden*,San Diego State,MWC,13,1,4,4.0,0,0.3,15,137,9.1,0,10.5,16,141,8.8,0,,nick-bawden-1
1225,Seth Dawkins*,Louisville,ACC,12,1,4,4.0,0,0.3,11,191,17.4,1,15.9,12,195,16.3,1,,seth-dawkins-1
1226,Thaddius Smith*,Boston College,ACC,13,2,4,2.0,0,0.3,4,24,6.0,0,1.8,6,28,4.7,0,,thaddius-smith-1
1227,Trevon Bradford,Oregon State,Pac-12,8,1,4,4.0,0,0.5,5,60,12.0,1,7.5,6,64,10.7,1,,trevon-bradford-1
1228,Blake Hirsch*,Houston,American,2,1,3,3.0,0,1.5,0,0,,0,0.0,1,3,3.0,0,,blake-hirsch-1
1229,Brady White,Arizona State,Pac-12,4,3,3,1.0,0,0.8,0,0,,0,0.0,3,3,1.0,0,,brady-white-1
1230,Cameron Johnston*,Ohio State,Big Ten,13,1,3,3.0,0,0.2,0,0,,0,0.0,1,3,3.0,0,,cameron-johnston-1
1231,Colby Pearson*,BYU,Ind,13,1,3,3.0,0,0.2,38,384,10.1,4,29.5,39,387,9.9,4,,colby-pearson-1
1232,Darrell Stewart Jr.,Michigan State,Big Ten,9,2,3,1.5,0,0.3,3,29,9.7,0,3.2,5,32,6.4,0,,darrell-stewart-jr-1
1233,Dorian Baker*,Kentucky,SEC,10,1,3,3.0,0,0.3,14,208,14.9,2,20.8,15,211,14.1,2,,dorian-baker-1
1234,Doug Coman*,Idaho,Sun Belt,11,4,3,0.8,0,0.3,0,0,,0,0.0,4,3,0.8,0,,doug-coman-1
1235,Ernest Calhoun,Kent State,MAC,12,1,3,3.0,0,0.3,20,311,15.6,4,25.9,21,314,15.0,4,,ernest-calhoun-1
1236,Ethan Cortazzo,Utah State,MWC,11,1,3,3.0,0,0.3,1,3,3.0,0,0.3,2,6,3.0,0,,ethan-cortazzo-1
1237,Henri Murphy*,Virginia Tech,ACC,13,1,3,3.0,0,0.2,3,29,9.7,0,2.2,4,32,8.0,0,,henri-murphy-1
1238,Jerron Rollins,Cincinnati,American,11,1,3,3.0,0,0.3,7,99,14.1,1,9.0,8,102,12.8,1,,jerron-rollins-1
1239,Jhajuan Seales*,Oklahoma State,Big 12,13,1,3,3.0,0,0.2,37,615,16.6,4,47.3,38,618,16.3,4,,jhajuan-seales-1
1240,J.J. Cosentino*,Florida State,ACC,2,3,3,1.0,0,1.5,0,0,,0,0.0,3,3,1.0,0,,jj-cosentino-1
1241,Joe Reed,Virginia,ACC,12,2,3,1.5,0,0.3,4,77,19.3,0,6.4,6,80,13.3,0,,joe-reed-4
1242,Johnathan Lloyd,Duke,ACC,12,1,3,3.0,0,0.3,34,301,8.9,3,25.1,35,304,8.7,3,,johnathan-lloyd-1
1243,Justin McMillan*,LSU,SEC,1,1,3,3.0,0,3.0,0,0,,0,0.0,1,3,3.0,0,,justin-mcmillan-1
1244,Korian Reynaud,Louisiana-Monroe,Sun Belt,2,3,3,1.0,0,1.5,0,0,,0,0.0,3,3,1.0,0,,korian-reynaud-1
1245,Kylen Towner*,Western Kentucky,CUSA,14,1,3,3.0,0,0.2,5,69,13.8,0,4.9,6,72,12.0,0,,kylen-towner-1
1246,Mark Herndon*,Florida,SEC,8,2,3,1.5,0,0.4,1,-2,-2.0,0,-0.3,3,1,0.3,0,,mark-herndon-1
1247,Matt Alviti*,Northwestern,Big Ten,4,4,3,0.8,0,0.8,0,0,,0,0.0,4,3,0.8,0,,matt-alviti-1
1248,Nick Westbrook*,Indiana,Big Ten,13,1,3,3.0,1,0.2,54,995,18.4,6,76.5,55,998,18.1,7,,nick-westbrook-1
1249,Quinten Dormady*,Tennessee,SEC,4,1,3,3.0,0,0.8,0,0,,0,0.0,1,3,3.0,0,,quinten-dormady-1
1250,Ryan Burns*,Stanford,Pac-12,11,60,3,0.1,0,0.3,0,0,,0,0.0,60,3,0.1,0,,ryan-burns-1
1251,Sam Rice*,North Texas,CUSA,12,1,3,3.0,0,0.3,0,0,,0,0.0,1,3,3.0,0,,sam-rice-1
1252,Stephen Louis*,North Carolina State,ACC,13,1,3,3.0,0,0.2,35,678,19.4,2,52.2,36,681,18.9,2,,stephen-louis-1
1253,Tony Nicholson*,Baylor,Big 12,13,1,3,3.0,0,0.2,0,0,,0,0.0,1,3,3.0,0,,tony-nicholson-1
1254,Tracy Walker*,Louisiana,Sun Belt,13,1,3,3.0,0,0.2,1,3,3.0,0,0.2,2,6,3.0,0,,tracy-walker-1
1255,Trevor Wood,Arizona,Pac-12,12,1,3,3.0,0,0.3,7,49,7.0,0,4.1,8,52,6.5,0,,trevor-wood-1
1256,Tristian Houston,Texas,Big 12,3,3,3,1.0,0,1.0,0,0,,0,0.0,3,3,1.0,0,,tristian-houston-1
1257,Ben Olinger*,Southern Mississippi,CUSA,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,ben-olinger-1
1258,Brady Ross*,Iowa,Big Ten,13,1,2,2.0,0,0.2,1,6,6.0,0,0.5,2,8,4.0,0,,brady-ross-1
1259,Brayden El-Bakri*,BYU,Ind,11,2,2,1.0,1,0.2,5,88,17.6,0,8.0,7,90,12.9,1,,brayden-el-bakri-1
1260,Caleb Woodward,Texas Tech,Big 12,4,1,2,2.0,0,0.5,0,0,,0,0.0,1,2,2.0,0,,caleb-woodward-1
1261,Carlos Robinson*,South Alabama,Sun Belt,13,1,2,2.0,0,0.2,0,0,,0,0.0,1,2,2.0,0,,carlos-robinson-2
1262,Colin Reardon,Kent State,MAC,10,1,2,2.0,0,0.2,0,0,,0,0.0,1,2,2.0,0,,colin-reardon-1
1263,Colton Plante*,Florida State,ACC,2,1,2,2.0,0,1.0,0,0,,0,0.0,1,2,2.0,0,,colton-plante-1
1264,Dacoven Bailey,Rutgers,Big Ten,12,4,2,0.5,0,0.2,3,-5,-1.7,0,-0.4,7,-3,-0.4,0,,dacoven-bailey-1
1265,Deandre Jordan*,Memphis,American,13,2,2,1.0,0,0.2,0,0,,0,0.0,2,2,1.0,0,,deandre-jordan-1
1266,Devonta'e Henry-Cole*,Utah,Pac-12,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,devontae-henry-cole-1
1267,Grant Niemiec*,Miami (OH),MAC,13,1,2,2.0,0,0.2,1,11,11.0,0,0.8,2,13,6.5,0,,grant-niemiec-1
1268,Isaiah Clay*,UTSA,CUSA,2,3,2,0.7,0,1.0,1,9,9.0,0,4.5,4,11,2.8,0,,isaiah-clay-1
1269,Isaiah Harper*,Old Dominion,CUSA,13,2,2,1.0,0,0.2,14,174,12.4,1,13.4,16,176,11.0,1,,isaiah-harper-1
1270,Jacob Hollister*,Wyoming,MWC,14,1,2,2.0,0,0.1,32,515,16.1,7,36.8,33,517,15.7,7,,jacob-hollister-1
1271,Jake Easter*,Appalachian State,Sun Belt,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,jake-easter-1
1272,Joseph Paden,SMU,American,4,1,2,2.0,0,0.5,0,0,,0,0.0,1,2,2.0,0,,joseph-paden-1
1273,Keke Coutee,Texas Tech,Big 12,12,3,2,0.7,1,0.2,55,890,16.2,7,74.2,58,892,15.4,8,,keke-coutee-1
1274,Kerry Thomas*,UTSA,CUSA,13,1,2,2.0,0,0.2,35,555,15.9,8,42.7,36,557,15.5,8,,kerry-thomas-1
1275,Maurice Trowell*,North Carolina State,ACC,12,1,2,2.0,0,0.2,9,149,16.6,1,12.4,10,151,15.1,1,,maurice-trowell-1
1276,Michael Hirsch*,Michigan,Big Ten,3,1,2,2.0,0,0.7,1,15,15.0,0,5.0,2,17,8.5,0,,michael-hirsch-1
1277,Michael Lacey*,Tennessee,SEC,2,1,2,2.0,0,1.0,0,0,,0,0.0,1,2,2.0,0,,michael-lacey-1
1278,Michael Lacy*,Tennessee,SEC,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,michael-lacy-1
1279,Nashon Ellerbe,Rice,CUSA,12,2,2,1.0,1,0.2,3,6,2.0,0,0.5,5,8,1.6,1,,nashon-ellerbe-1
1280,Nathan Elliott*,North Carolina,ACC,4,1,2,2.0,0,0.5,0,0,,0,0.0,1,2,2.0,0,,nathan-elliott-1
1281,Preston Miller*,Texas Christian,Big 12,2,3,2,0.7,0,1.0,0,0,,0,0.0,3,2,0.7,0,,preston-miller-1
1282,Ross Bowers,California,Pac-12,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,ross-bowers-1
1283,Tevaris McCormick*,Troy,Sun Belt,11,2,2,1.0,0,0.2,35,456,13.0,5,41.5,37,458,12.4,5,,tevaris-mccormick-1
1284,Thomas Stuart*,Boise State,MWC,3,1,2,2.0,0,0.7,0,0,,0,0.0,1,2,2.0,0,,thomas-stuart-1
1285,Tucker Israel*,Clemson,ACC,2,1,2,2.0,0,1.0,0,0,,0,0.0,1,2,2.0,0,,tucker-israel-1
1286,A.J. Cole III*,North Carolina State,ACC,13,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,aj-cole-iii-1
1287,Andrew Stefanelli*,Maryland,Big Ten,13,1,1,1.0,1,0.1,0,0,,0,0.0,1,1,1.0,1,,andrew-stefanelli-1
1288,Arthur Hart,Charlotte,CUSA,11,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,arthur-hart-1
1289,Avery Johnson*,Arkansas State,Sun Belt,16,1,1,1.0,0,0.1,7,107,15.3,0,6.7,8,108,13.5,0,,avery-johnson-1
1290,Ben Holt*,Western Kentucky,CUSA,14,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,ben-holt-1
1291,Brett Winnegan*,UTSA,CUSA,10,2,1,0.5,0,0.1,0,0,,0,0.0,2,1,0.5,0,,brett-winnegan-1
1292,Chase Whitehead*,Southern Mississippi,CUSA,12,1,1,1.0,0,0.1,18,286,15.9,2,23.8,19,287,15.1,2,,chase-whitehead-1
1293,Christian Cronk,Fresno State,MWC,12,1,1,1.0,1,0.1,0,0,,0,0.0,1,1,1.0,1,,christian-cronk-1
1294,D'Andre Ferby*,Western Kentucky,CUSA,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,dandre-ferby-1
1295,Daniel Marx*,Stanford,Pac-12,6,1,1,1.0,0,0.2,0,0,,0,0.0,1,1,1.0,0,,daniel-marx-1
1296,Deondre Douglas*,Troy,Sun Belt,13,1,1,1.0,0,0.1,60,740,12.3,6,56.9,61,741,12.1,6,,deondre-douglas-1
1297,Drake Kulick*,Iowa,Big Ten,12,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,drake-kulick-1
1298,Dredrick Snelson*,UCF,American,10,1,1,1.0,0,0.1,17,136,8.0,2,13.6,18,137,7.6,2,,dredrick-snelson-1
1299,Emmanuel Harris*,New Mexico,MWC,12,1,1,1.0,0,0.1,6,82,13.7,1,6.8,7,83,11.9,1,,emmanuel-harris-1
1300,Ethan Horton*,Louisville,ACC,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,ethan-horton-2
1301,Jack Click*,Virginia Tech,ACC,1,2,1,0.5,0,1.0,0,0,,0,0.0,2,1,0.5,0,,jack-click-1
1302,Jared Atkinson*,Baylor,Big 12,9,1,1,1.0,0,0.1,4,44,11.0,0,4.9,5,45,9.0,0,,jared-atkinson-1
1303,Jay Roberson*,Central Michigan,MAC,4,3,1,0.3,0,0.3,2,11,5.5,0,2.8,5,12,2.4,0,,jay-roberson-1
1304,Joe Beneducci*,Michigan,Big Ten,2,1,1,1.0,0,0.5,0,0,,0,0.0,1,1,1.0,0,,joe-beneducci-1
1305,Josh Hammond*,Florida,SEC,13,1,1,1.0,0,0.1,14,177,12.6,0,13.6,15,178,11.9,0,,josh-hammond-1
1306,Kaiwi Chung*,Hawaii,MWC,8,1,1,1.0,1,0.1,0,0,,0,0.0,1,1,1.0,1,,kaiwi-chung-1
1307,Keith Corbin*,Houston,American,7,1,1,1.0,0,0.1,6,68,11.3,0,9.7,7,69,9.9,0,,keith-corbin-1
1308,Maciah Long,Kansas,Big 12,10,2,1,0.5,0,0.1,0,0,,0,0.0,2,1,0.5,0,,maciah-long-1
1309,Malik Kimbrough,Purdue,Big Ten,11,4,1,0.3,0,0.1,10,72,7.2,1,6.5,14,73,5.2,1,,malik-kimbrough-1
1310,Marquez Williams*,Miami (FL),ACC,12,1,1,1.0,0,0.1,2,19,9.5,1,1.6,3,20,6.7,1,,marquez-williams-1
1311,Omari Albert*,Florida State,ACC,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,omari-albert-1
1312,Robert Lewis*,Washington State,Pac-12,13,1,1,1.0,0,0.1,33,394,11.9,3,30.3,34,395,11.6,3,,robert-lewis-7
1313,Taeler Dowdy*,Tennessee,SEC,2,2,1,0.5,0,0.5,0,0,,0,0.0,2,1,0.5,0,,taeler-dowdy-1
1314,Thomas Owens,Florida International,CUSA,12,1,1,1.0,0,0.1,47,652,13.9,7,54.3,48,653,13.6,7,,thomas-owens-1
1315,Travon Williams*,Temple,American,6,2,1,0.5,0,0.2,0,0,,0,0.0,2,1,0.5,0,,travon-williams-1
1316,Tru Wilson*,Michigan,Big Ten,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,tru-wilson-1
1317,Aaron Zwahlen*,Hawaii,MWC,1,2,0,0.0,0,0.0,0,0,,0,0.0,2,0,0.0,0,,aaron-zwahlen-1
1318,Aleva Hifo*,BYU,Ind,13,2,0,0.0,0,0.0,11,58,5.3,0,4.5,13,58,4.5,0,,aleva-hifo-1
1319,Antoine Porter*,Eastern Michigan,MAC,12,1,0,0.0,0,0.0,44,491,11.2,4,40.9,45,491,10.9,4,,antoine-porter-1
1320,Bailey McElwain*,Vanderbilt,SEC,13,1,0,0.0,0,0.0,6,35,5.8,2,2.7,7,35,5.0,2,,bailey-mcelwain-1
1321,Bart Houston*,Wisconsin,Big Ten,11,28,0,0.0,0,0.0,0,0,,0,0.0,28,0,0.0,0,,bart-houston-1
1322,Bobby Holly*,Louisiana Tech,CUSA,14,4,0,0.0,0,0.0,0,0,,0,0.0,4,0,0.0,0,,bobby-holly-1
1323,Corey Davis*,Western Michigan,MAC,14,1,0,0.0,0,0.0,97,1500,15.5,19,107.1,98,1500,15.3,19,AA,corey-davis-3
1324,Daniel Brooks*,Oklahoma,Big 12,2,2,0,0.0,0,0.0,0,0,,0,0.0,2,0,0.0,0,,daniel-brooks-1
